ASV_ID,kingdom,phylum,class,order,family,genus,species,domain,species_raw,best_id,species_lab,occ_query_name,occ_n_records,occ_n_gbif,occ_n_obis,occ_min_distance_km,occ_nearest_lat,occ_nearest_lon,occ_in_study_area,occ_in_buffer,occ_assessment,occ_congeners_in_region
ASV256,Eukaryota,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus brachyrhynchus,Eukaryota,Larus brachyrhynchus,Larus brachyrhynchus,Larus brachyrhynchus,Larus brachyrhynchus,705110,705110,0,6794.420386790887,49.330812,-123.264756,False,False,DOUBTFUL,Laroides chalcopterus; Larus arcticus; Larus argentatus; Larus argentatus x hyperboreus; Larus argentatus x marinus; Larus argenteus; Larus armenicus; Larus atlanticus; Larus belcheri; Larus bulleri; Larus cachinnans; Larus cachinnans x argentatus; Larus cachinnans x michahellis; Larus californicus; Larus canus; Larus cinerarius; Larus crassirostris; Larus delawarensis; Larus dolnicensis; Larus dominicanus; Larus elmorei; Larus flavipes; Larus fuscus; Larus fuscus x argentatus; Larus glaucescens; Larus glaucodes; Larus glaucoides; Larus heermanni; Larus hutchinsii; Larus hyperboreus; Larus icthyaetus; Larus kamtschatschensis; Larus lacus; Larus leucopterus; Larus livens; Larus marinus; Larus medius; Larus michahellis; Larus niveus; Larus occidentalis; Larus oregonus; Larus pacificus; Larus perpetuus; Larus pristinus; Larus raemdonckii; Larus robustus; Larus schistisagus; Larus septentrionalis; Larus smithsonianus; Larus spec; Larus utunui; Larus vegae
ASV257,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,Eukaryota,Platichthys stellatus,Platichthys stellatus,Platichthys stellatus 5,Platichthys stellatus,19811,12106,7705,4573.044400674077,68.16666666666667,-108.833333333333,False,False,DOUBTFUL,Passer oculatus; Platichthys flesus; Platichthys solemdali
ASV258,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 14,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV259,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Molva,Molva molva,Eukaryota,Molva molva,Molva molva,Molva molva 6,Molva molva,584,156,428,0,,,True,True,CONFIRMED,
ASV260,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Myoxocephalus quadricornis,Eukaryota,Myoxocephalus quadricornis,Myoxocephalus quadricornis,Myoxocephalus quadricornis 5,Myoxocephalus quadricornis,2112,1304,808,288.88861603725195,,,False,True,PLAUSIBLE,
ASV261,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,Pomatoschistus microps,Eukaryota,Pomatoschistus microps,Pomatoschistus microps,Pomatoschistus microps 2,Pomatoschistus microps,1,1,0,0,,,True,True,CONFIRMED,
ASV262,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 2,,,,,,,,,,,
ASV263,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,Eukaryota,Scomber scombrus,Scomber scombrus,Scomber scombrus 5,Scomber scombrus,686,265,421,0,,,True,True,CONFIRMED,
ASV264,Eukaryota,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus abyssinicus,Eukaryota,Turdus abyssinicus,Turdus abyssinicus,Turdus abyssinicus 2,Turdus abyssinicus,28166,28166,0,6494.575079152401,9.080378,38.721678,False,False,DOUBTFUL,Turdus albicollis; Turdus albocinctus; Turdus amaurochalinus; Turdus anthracinus; Turdus ardosiaceus; Turdus assimilis; Turdus atriceps; Turdus atrogularis; Turdus atrogularis x eunomus/naumanni; Turdus aurantius; Turdus badius; Turdus bewsheri; Turdus borbonicus; Turdus boulboul; Turdus bresciensis; Turdus capensis; Turdus cardis; Turdus caudatus; Turdus celaenops; Turdus chiguanco; Turdus chrysolaus; Turdus cochinchinensis; Turdus confinis; Turdus daguae; Turdus debilis; Turdus deningeri; Turdus dissimilis; Turdus eunomus; Turdus falcklandii; Turdus feae; Turdus flavipes; Turdus flavirostris; Turdus fulviventris; Turdus fumigatus; Turdus fuscater; Turdus gigantodes; Turdus ginginianus; Turdus grayi; Turdus gularis; Turdus haplochrous; Turdus harmonicus; Turdus hauxwelli; Turdus helleri; Turdus hortulorum; Turdus ignobilis; Turdus iliacus; Turdus infuscatus; Turdus inquietus; Turdus jamaicensis; Turdus kessleri; Turdus lawrencii; Turdus leschenaulti; Turdus leucomelas; Turdus leucophrys; Turdus leucops; Turdus leucopygus; Turdus lherminieri; Turdus libonyana; Turdus ludoviciae; Turdus maculirostris; Turdus mandarinus; Turdus maranonicus; Turdus maximus; Turdus menachensis; Turdus merula; Turdus migratorius; Turdus morio; Turdus mupinensis; Turdus murinus; Turdus naumanni; Turdus niger; Turdus nigrescens; Turdus nigriceps; Turdus nitens; Turdus nudigenis; Turdus obscurus; Turdus obsoletus; Turdus olivaceofuscus; Turdus olivaceus; Turdus olivater; Turdus orientalis; Turdus orpheus; Turdus pallidus; Turdus pectoralis; Turdus pelios; Turdus phaeus; Turdus philomelos; Turdus pilaris; Turdus plebejus; Turdus plumbeus; Turdus poliocephalus; Turdus ravidus; Turdus reevei; Turdus roehli; Turdus rubripes; Turdus rubrocanus; Turdus ruficollis; Turdus rufitorques; Turdus rufiventris; Turdus rufopalliatus; Turdus sanchezorum; Turdus serranus; Turdus simillimus; Turdus smithi; Turdus spec; Turdus strigatus; Turdus subalaris; Turdus swalesi; Turdus tephronotus; Turdus torquatus; Turdus triostegus; Turdus unicolor; Turdus variegatus; Turdus viscivorus; Turdus vociferans; Turdus xanthorhynchus; Turdus zeylonicus; Turdus zeylonus
ASV265,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 9,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,
ASV266,Eukaryota,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus abyssinicus,Eukaryota,Turdus abyssinicus,Turdus abyssinicus,Turdus abyssinicus 3,Turdus abyssinicus,28166,28166,0,6494.575079152401,9.080378,38.721678,False,False,DOUBTFUL,Turdus albicollis; Turdus albocinctus; Turdus amaurochalinus; Turdus anthracinus; Turdus ardosiaceus; Turdus assimilis; Turdus atriceps; Turdus atrogularis; Turdus atrogularis x eunomus/naumanni; Turdus aurantius; Turdus badius; Turdus bewsheri; Turdus borbonicus; Turdus boulboul; Turdus bresciensis; Turdus capensis; Turdus cardis; Turdus caudatus; Turdus celaenops; Turdus chiguanco; Turdus chrysolaus; Turdus cochinchinensis; Turdus confinis; Turdus daguae; Turdus debilis; Turdus deningeri; Turdus dissimilis; Turdus eunomus; Turdus falcklandii; Turdus feae; Turdus flavipes; Turdus flavirostris; Turdus fulviventris; Turdus fumigatus; Turdus fuscater; Turdus gigantodes; Turdus ginginianus; Turdus grayi; Turdus gularis; Turdus haplochrous; Turdus harmonicus; Turdus hauxwelli; Turdus helleri; Turdus hortulorum; Turdus ignobilis; Turdus iliacus; Turdus infuscatus; Turdus inquietus; Turdus jamaicensis; Turdus kessleri; Turdus lawrencii; Turdus leschenaulti; Turdus leucomelas; Turdus leucophrys; Turdus leucops; Turdus leucopygus; Turdus lherminieri; Turdus libonyana; Turdus ludoviciae; Turdus maculirostris; Turdus mandarinus; Turdus maranonicus; Turdus maximus; Turdus menachensis; Turdus merula; Turdus migratorius; Turdus morio; Turdus mupinensis; Turdus murinus; Turdus naumanni; Turdus niger; Turdus nigrescens; Turdus nigriceps; Turdus nitens; Turdus nudigenis; Turdus obscurus; Turdus obsoletus; Turdus olivaceofuscus; Turdus olivaceus; Turdus olivater; Turdus orientalis; Turdus orpheus; Turdus pallidus; Turdus pectoralis; Turdus pelios; Turdus phaeus; Turdus philomelos; Turdus pilaris; Turdus plebejus; Turdus plumbeus; Turdus poliocephalus; Turdus ravidus; Turdus reevei; Turdus roehli; Turdus rubripes; Turdus rubrocanus; Turdus ruficollis; Turdus rufitorques; Turdus rufiventris; Turdus rufopalliatus; Turdus sanchezorum; Turdus serranus; Turdus simillimus; Turdus smithi; Turdus spec; Turdus strigatus; Turdus subalaris; Turdus swalesi; Turdus tephronotus; Turdus torquatus; Turdus triostegus; Turdus unicolor; Turdus variegatus; Turdus viscivorus; Turdus vociferans; Turdus xanthorhynchus; Turdus zeylonicus; Turdus zeylonus
ASV268,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,Eukaryota,Gadus morhua,Gadus morhua,Gadus morhua 3,Gadus morhua,7145,3129,4016,0,,,True,True,CONFIRMED,
ASV269,Eukaryota,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,Eukaryota,Hirundo rustica,Hirundo rustica,Hirundo rustica,Hirundo rustica,48956,48956,0,0,,,True,True,CONFIRMED,
ASV270,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 15,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV271,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Molva,Molva molva,Eukaryota,Molva molva,Molva molva,Molva molva 7,Molva molva,584,156,428,0,,,True,True,CONFIRMED,
ASV272,Eukaryota,Chordata,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Eukaryota,,Mammalia,Mammalia 2,,,,,,,,,,,
ASV273,Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Eukaryota,Canis lupus,Canis lupus,Canis lupus 2,Canis lupus,2181,2181,0,0,,,True,True,CONFIRMED,
ASV274,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 10,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,
ASV275,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 19,,,,,,,,,,,
ASV276,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis montagui,Eukaryota,Liparis montagui,Liparis montagui,Liparis montagui 1,Liparis montagui,22,22,0,0,,,True,True,CONFIRMED,
ASV277,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 20,,,,,,,,,,,
ASV278,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 11,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,
ASV279,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis montagui,Eukaryota,Liparis montagui,Liparis montagui,Liparis montagui 2,Liparis montagui,22,22,0,0,,,True,True,CONFIRMED,
ASV280,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 8,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,
ASV281,Eukaryota,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,Lutra lutra,Eukaryota,Lutra lutra,Lutra lutra,Lutra lutra,Lutra lutra,8773,8773,0,0,,,True,True,CONFIRMED,
ASV282,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,Eukaryota,Anarhichas lupus,Anarhichas lupus,Anarhichas lupus,Anarhichas lupus,165,40,125,0,,,True,True,CONFIRMED,
ASV283,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 14,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV284,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,Eukaryota,Scomber scombrus,Scomber scombrus,Scomber scombrus 6,Scomber scombrus,686,265,421,0,,,True,True,CONFIRMED,
ASV286,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 9,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,
ASV287,Eukaryota,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Galeus,Galeus melastomus,Eukaryota,Galeus melastomus,Galeus melastomus,Galeus melastomus,Galeus melastomus,854,161,693,0,,,True,True,CONFIRMED,
ASV289,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius,Eukaryota,,Merluccius,Merluccius 1,,,,,,,,,,,
ASV290,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 21,,,,,,,,,,,
ASV291,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Lota,Lota lota,Eukaryota,Lota lota,Lota lota,Lota lota 2,Lota lota,4872,4872,0,0,,,True,True,CONFIRMED,
ASV292,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 22,,,,,,,,,,,
ASV293,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea,Eukaryota,,Clupea,Clupea 7,,,,,,,,,,,
ASV295,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 15,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV296,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 16,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV297,Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus sonneratii,Eukaryota,Gallus sonneratii,Gallus sonneratii,Gallus sonneratii,Gallus sonneratii,115239,115239,0,6281.434636130396,24.585649,72.705704,False,False,DOUBTFUL,
ASV298,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 12,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,
ASV299,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 30,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV300,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,Eukaryota,Platichthys stellatus,Platichthys stellatus,Platichthys stellatus 6,Platichthys stellatus,19811,12106,7705,4573.044400674077,68.16666666666667,-108.833333333333,False,False,DOUBTFUL,Passer oculatus; Platichthys flesus; Platichthys solemdali
ASV301,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius pollachius,Eukaryota,Pollachius pollachius,Pollachius pollachius,Pollachius pollachius,Pollachius pollachius,1170,265,905,0,,,True,True,CONFIRMED,
ASV302,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 10,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,
ASV303,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 3,,,,,,,,,,,
ASV305,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,Eukaryota,Gadus morhua,Gadus morhua,Gadus morhua 4,Gadus morhua,7145,3129,4016,0,,,True,True,CONFIRMED,
ASV307,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 23,,,,,,,,,,,
ASV308,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 24,,,,,,,,,,,
ASV309,Eukaryota,Chordata,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Eukaryota,,Mammalia,Mammalia 3,,,,,,,,,,,
ASV310,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,Eukaryota,Scomber scombrus,Scomber scombrus,Scomber scombrus 7,Scomber scombrus,686,265,421,0,,,True,True,CONFIRMED,
ASV311,Eukaryota,Chordata,Actinopteri,Perciformes,Zoarcidae,Zoarces,Zoarces viviparus,Eukaryota,Zoarces viviparus,Zoarces viviparus,Zoarces viviparus,Zoarces viviparus,56,29,27,0,,,True,True,CONFIRMED,
ASV312,Eukaryota,Chordata,Actinopteri,Beloniformes,Belonidae,Belone,Belone belone,Eukaryota,Belone belone,Belone belone,Belone belone,Belone belone,54,23,31,0,,,True,True,CONFIRMED,
ASV314,Eukaryota,Chordata,Aves,Passeriformes,Turdidae,Turdidae,Turdidae,Eukaryota,,Turdidae,Turdidae,,,,,,,,,,,
ASV315,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus gymnurus,Eukaryota,Gasterosteus gymnurus,Gasterosteus gymnurus,Gasterosteus gymnurus 1,Gasterosteus gymnurus,6,0,6,0,,,True,True,CONFIRMED,
ASV316,Eukaryota,Chordata,Actinopteri,Actinopteri,Actinopteri,Actinopteri,Actinopteri,Eukaryota,,Actinopteri,Actinopteri 2,,,,,,,,,,,
ASV317,Eukaryota,Chordata,Mammalia,Primates,Primates,Primates,Primates,Eukaryota,,Primates,Primates,,,,,,,,,,,
ASV318,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 17,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV319,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 16,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV320,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis gunnellus,Eukaryota,Pholis gunnellus,Pholis gunnellus,Pholis gunnellus 3,Pholis gunnellus,102,83,19,0,,,True,True,CONFIRMED,
ASV321,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronectidae,Pleuronectidae,Eukaryota,,Pleuronectidae,Pleuronectidae 4,,,,,,,,,,,
ASV324,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Helicolenus,Helicolenus hilgendorfi,Eukaryota,Helicolenus hilgendorfi,Helicolenus hilgendorfi,Helicolenus hilgendorfi,Helicolenus hilgendorfi,341,0,341,7498.194807897434,38.41633333,128.5316667,False,False,DOUBTFUL,Helicolenus avius; Helicolenus barathri; Helicolenus dactylopterus; Helicolenus fedorovi; Helicolenus hilgendorfii; Helicolenus lahillei; Helicolenus lengerichi; Helicolenus microphthalmus; Helicolenus mouchezi; Helicolenus percoides; Helicolenus uruguayensis
ASV325,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 4,,,,,,,,,,,
ASV326,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Lota,Lota lota,Eukaryota,Lota lota,Lota lota,Lota lota 3,Lota lota,4872,4872,0,0,,,True,True,CONFIRMED,
ASV327,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 17,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV328,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Micromesistius,Micromesistius poutassou,Eukaryota,Micromesistius poutassou,Micromesistius poutassou,Micromesistius poutassou,Micromesistius poutassou,456,18,438,0,,,True,True,CONFIRMED,
ASV329,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,Eukaryota,Scomber scombrus,Scomber scombrus,Scomber scombrus 8,Scomber scombrus,686,265,421,0,,,True,True,CONFIRMED,
ASV330,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius senegalensis,Eukaryota,Merluccius senegalensis,Merluccius senegalensis,Merluccius senegalensis 1,Merluccius senegalensis,1035,505,530,3677.3627478973312,32.5578,-9.6245,False,False,DOUBTFUL,Gobius macroactus; Merluccius abreviatus; Merluccius albidus; Merluccius angustimanus; Merluccius argentatus; Merluccius athanasiui; Merluccius attenuatus; Merluccius australis; Merluccius balticus; Merluccius bilinearis; Merluccius capensis; Merluccius emarginatus; Merluccius fimbriatus; Merluccius gayi; Merluccius guttatus; Merluccius hernandezi; Merluccius hubbsi; Merluccius inferus; Merluccius lednevi; Merluccius merluccius; Merluccius microphthalmus; Merluccius miocenicus; Merluccius obtusus; Merluccius ovalis; Merluccius paradoxus; Merluccius patagonicus; Merluccius peruanus; Merluccius polli; Merluccius productus; Merluccius pukeuriensis; Merluccius rattazzii; Merluccius romanicus; Merluccius tasmanicus; Merlucius attenuatus; Merlucius bilinearis; Merlucius rubescens; Merlucius vulgaris
ASV332,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 11,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,
